Tournament;Date;Series;Surface;Round;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;B365W;B365L;EXW;EXL;LBW;LBL;PSW;PSL;SJW;SJL
U.S. Men's Clay Court Championships;06/04/2010;ATP250;Clay;1st Round;Zeballos H.;Dent T.;54;104;801;519;6;3;;;;;;;;;1;0;1,36;3;1,4;2,85;1,364;3;1,36;3,52;1,4;2,75
U.S. Men's Clay Court Championships;06/04/2010;ATP250;Clay;1st Round;Anderson K.;Young D.;108;141;499;355;7;5;6;3;;;;;;;2;0;1,53;2,37;1,6;2,3;1,571;2,25;1,552;2,66;1,571;2,25
U.S. Men's Clay Court Championships;06/04/2010;ATP250;Clay;1st Round;Kukushkin M.;Yani M.;131;149;403;335;6;1;7;5;;;;;;;2;0;;;;;;;;;;
U.S. Men's Clay Court Championships;06/04/2010;ATP250;Clay;1st Round;Malisse X.;Lindahl N.;89;210;572;214;6;3;7;5;;;;;;;2;0;1,44;2,62;1,42;2,74;1,4;2,75;1,435;3,1;1,4;2,75
U.S. Men's Clay Court Championships;07/04/2010;ATP250;Clay;1st Round;Devvarman S.;Niland C.;116;228;455;202;6;4;6;2;;;;;;;2;0;1,57;2,25;;;;;;;;
U.S. Men's Clay Court Championships;07/04/2010;ATP250;Clay;2nd Round;Chela J.I.;Schwank E.;82;61;609;733;6;1;6;7;6;1;;;;;2;1;2,2;1,61;2,3;1,6;2,1;1,667;2,35;1,685;2,2;1,615
U.S. Men's Clay Court Championships;07/04/2010;ATP250;Clay;2nd Round;Massu N.;Sweeting R.;94;150;543;330;6;7;7;6;6;4;;;;;2;1;1,53;2,37;1,6;2,3;1,615;2,2;1,641;2,44;1,571;2,25
U.S. Men's Clay Court Championships;08/04/2010;ATP250;Clay;2nd Round;Zeballos H.;Sela D.;54;69;801;683;6;3;6;2;;;;;;;2;0;1,36;3;1,4;2,85;1,364;3;1,385;3,36;1,444;2,625
U.S. Men's Clay Court Championships;08/04/2010;ATP250;Clay;2nd Round;Odesnik W.;Kukushkin M.;103;131;524;403;6;1;7;5;;;;;;;2;0;1,72;2;1,85;1,9;1,8;1,909;1,877;2,05;1,8;1,909
U.S. Men's Clay Court Championships;08/04/2010;ATP250;Clay;2nd Round;Hewitt L.;Devvarman S.;27;116;1540;455;1;6;6;0;7;6;;;;;2;1;1,16;4,5;1,28;3,46;1,2;4,333;1,206;5,25;1,222;3,75
U.S. Men's Clay Court Championships;08/04/2010;ATP250;Clay;2nd Round;Querrey S.;Kavcic B.;25;100;1610;529;6;2;6;1;;;;;;;2;0;1,16;4,5;1,2;4,25;1,222;4;1,222;4,96;1,182;4,333
U.S. Men's Clay Court Championships;08/04/2010;ATP250;Clay;2nd Round;Malisse X.;Isner J.;89;21;572;1728;7;6;6;7;7;6;;;;;2;1;2,75;1,4;2,45;1,5;2,5;1,5;2,93;1,474;2,5;1,5
U.S. Men's Clay Court Championships;09/04/2010;ATP250;Clay;2nd Round;Gonzalez F.;Anderson K.;11;108;2880;499;6;4;4;6;6;4;;;;;2;1;1,12;5,5;1,17;4,65;1,14;5;1,177;5,88;1,125;5,5
U.S. Men's Clay Court Championships;09/04/2010;ATP250;Clay;Quarterfinals;Querrey S.;Massu N.;25;94;1610;543;6;3;3;6;6;4;;;;;2;1;1,28;3,5;1,35;3,1;1,286;3,5;1,313;3,88;1,364;2,875
U.S. Men's Clay Court Championships;09/04/2010;ATP250;Clay;Quarterfinals;Chela J.I.;Hewitt L.;82;27;609;1540;6;4;6;3;;;;;;;2;0;2,5;1,5;2,4;1,53;2,5;1,5;2,55;1,595;2,375;1,533
U.S. Men's Clay Court Championships;09/04/2010;ATP250;Clay;Quarterfinals;Odesnik W.;Malisse X.;103;89;524;572;6;4;6;1;;;;;;;2;0;1,72;2;1,95;1,8;1,8;1,909;1,885;2,04;1,833;1,833
U.S. Men's Clay Court Championships;10/04/2010;ATP250;Clay;Quarterfinals;Zeballos H.;Gonzalez F.;54;11;801;2880;6;4;6;4;;;;;;;2;0;3,75;1,25;3,6;1,27;3,75;1,25;3,88;1,313;4;1,2
U.S. Men's Clay Court Championships;10/04/2010;ATP250;Clay;Semifinals;Querrey S.;Odesnik W.;25;103;1610;524;7;6;1;6;7;5;;;;;2;1;1,4;2,75;1,4;2,8;1,4;2,75;1,476;2,92;1,444;2,75
U.S. Men's Clay Court Championships;10/04/2010;ATP250;Clay;Semifinals;Chela J.I.;Zeballos H.;82;54;609;801;7;5;6;2;;;;;;;2;0;2,1;1,66;1,95;1,8;2;1,727;2,21;1,763;2,1;1,727
U.S. Men's Clay Court Championships;10/04/2010;ATP250;Clay;The Final;Chela J.I.;Querrey S.;82;25;609;1610;5;7;6;4;6;3;;;;;2;1;2,37;1,57;2,25;1,6;2,375;1,533;2,26;1,73;2,375;1,571
Monte Carlo Masters;11/04/2010;Masters 1000;Clay;1st Round;Andreev I.;Bolelli S.;50;114;860;445;6;3;6;4;;;;;;;2;0;1,3;3,4;1,3;3,35;1,33;3,25;1,37;3,53;;
Monte Carlo Masters;11/04/2010;Masters 1000;Clay;1st Round;Seppi A.;Rochus O.;46;56;885;779;7;6;;;;;;;;;1;0;1,44;2,62;1,6;2,3;1,5;2,5;1,585;2,57;1,533;2,375
Monte Carlo Masters;11/04/2010;Masters 1000;Clay;1st Round;Berrer M.;Korolev E.;51;71;860;688;6;1;6;4;;;;;;;2;0;2,2;1,61;2,05;1,75;2;1,727;2,29;1,714;2;1,727
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Almagro N.;Greul S.;34;58;1220;769;3;6;7;5;6;2;;;;;2;1;1,11;6;1,11;5,9;1,167;4,5;1,157;6,43;1,143;5
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Golubev A.;Chardy J.;85;43;592;920;6;2;7;6;;;;;;;2;0;2,62;1,44;2,53;1,48;2,5;1,5;2,75;1,524;2,625;1,444
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Nalbandian D.;Beck A.;151;55;335;810;6;3;6;1;;;;;;;2;0;1,14;5;1,17;4,65;1,2;4,333;1,172;6;1,167;5
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Gulbis E.;Chiudinelli M.;44;59;904;766;6;3;6;2;;;;;;;2;0;1,22;4;1,2;4,25;1,286;3,5;1,267;4,35;1,25;3,5
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Berdych T.;Lopez F.;15;35;2270;1205;6;3;6;1;;;;;;;2;0;1,25;3,75;1,3;3,35;1,3;3,4;1,314;3,86;1,286;3,5
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Petzschner P.;Garcia-Lopez G.;49;42;862;964;6;3;2;6;6;2;;;;;2;1;3,25;1,33;2,85;1,4;2,75;1,4;3,4;1,379;2,875;1,364
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Benneteau J.;Dolgopolov O.;36;72;1094;683;6;4;5;7;6;2;;;;;2;1;1,9;1,8;1,75;2;1,727;2;2,07;1,862;1,833;1,833
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Kohlschreiber P.;Bellucci T.;33;31;1265;1322;2;6;6;3;7;6;;;;;2;1;2,1;1,66;2,1;1,7;1,909;1,8;2,22;1,758;2;1,727
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Gasquet R.;Gimeno-Traver D.;75;107;650;484;6;2;4;6;6;2;;;;;2;1;1,28;3,5;1,28;3,46;1,3;3,4;1,365;3,48;1,25;3,75
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Becker B.;Tomic B.;40;295;979;145;6;4;6;2;;;;;;;2;0;1,4;2,75;1,4;2,8;1,4;2,75;1,463;2,98;1,444;2,625
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Ferrer D.;Luczak P.;17;76;2045;644;6;2;6;4;;;;;;;2;0;1,06;8;1,1;6,25;1,083;7;1,093;9,5;1,071;8
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Ferrero J.C.;Granollers M.;16;89;2105;573;6;0;6;3;;;;;;;2;0;1,16;4,5;1,2;4,25;1,167;4,5;1,239;4,71;1,2;4
Monte Carlo Masters;12/04/2010;Masters 1000;Clay;1st Round;Monaco J.;Nieminen J.;24;68;1630;710;7;5;7;5;;;;;;;2;0;1,33;3,25;1,32;3,22;1,364;3;1,391;3,33;1,333;3
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Melzer J.;Mathieu P.H.;27;48;1485;875;6;3;6;2;;;;;;;2;0;1,44;2,62;1,5;2,5;1,5;2,5;1,51;2,8;1,5;2,625
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Serra F.;Robert S.;67;64;710;727;7;6;3;6;6;4;;;;;2;1;1,4;2,75;1,5;2,45;1,444;2,625;1,5;2,83;1,444;2,625
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;De Bakker T.;Schwank E.;77;61;643;745;6;3;7;5;;;;;;;2;0;1,53;2,37;;;1,533;2,375;1,654;2,41;;
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Llodra M.;Fognini F.;66;57;717;770;6;3;6;3;;;;;;;2;0;2,75;1,4;2,53;1,48;2,625;1,444;2,98;1,461;2,625;1,444
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Robredo T.;Zeballos H.;23;47;1685;878;6;3;6;3;;;;;;;2;0;1,3;3,4;1,3;3,4;1,333;3,25;1,398;3,28;1,364;2,875
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Troicki V.;Kubot L.;37;41;1075;967;4;6;6;2;6;2;;;;;2;1;1,61;2,2;1,6;2,25;1,571;2,25;1,769;2,2;1,615;2,25
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Wawrinka S.;Hanescu V.;20;39;1780;1025;6;2;6;4;;;;;;;2;0;1,36;3;1,4;2,8;1,4;2,75;1,4;3,28;1,4;2,75
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;1st Round;Montanes A.;Baghdatis M.;32;29;1270;1345;6;4;6;2;;;;;;;2;0;1,66;2,1;1,75;2;1,73;2;1,758;2,22;1,727;2,1
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;2nd Round;Cilic M.;Andreev I.;9;50;2980;860;6;7;6;1;6;4;;;;;2;1;1,44;2,62;1,55;2,35;1,4;2,75;1,575;2,6;1,444;2,625
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;2nd Round;Verdasco F.;Benneteau J.;12;36;2725;1094;6;2;6;1;;;;;;;2;0;1,14;5;1,2;4,25;1,167;4,5;1,2;5,37;1,222;3,75
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;2nd Round;Tsonga J.W.;Almagro N.;10;34;2915;1220;7;6;7;5;;;;;;;2;0;2,1;1,66;2,05;1,75;1,909;1,8;2,15;1,8;2;1,8
Monte Carlo Masters;13/04/2010;Masters 1000;Clay;2nd Round;Berdych T.;Gasquet R.;15;75;2270;650;6;2;6;0;;;;;;;2;0;1,53;2,37;1,55;2,35;1,5;2,5;1,676;2,36;1,533;2,5
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Ferrero J.C.;Becker B.;16;40;2105;979;6;3;6;4;;;;;;;2;0;1,03;11;1,05;8,5;1,063;8;1,063;12,5;1,05;9
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Wawrinka S.;Gulbis E.;20;44;1780;904;6;1;6;4;;;;;;;2;0;1,36;3;1,37;2,95;1,4;2,75;1,36;3,52;1,4;2,75
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Ferrer D.;Golubev A.;17;85;2045;592;6;3;6;2;;;;;;;2;0;1,06;8;1,11;5,85;1,1;6,5;1,091;9,6;1,071;7
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Montanes A.;Seppi A.;32;46;1270;885;7;6;3;6;6;0;;;;;2;1;1,44;2,62;1,42;2,75;1,4;2,75;1,476;2,92;1,4;2,75
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Robredo T.;Troicki V.;23;37;1685;1075;6;4;6;3;;;;;;;2;0;1,28;3,5;1,35;3,05;1,364;3;1,337;3,68;1,364;2,875
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Petzschner P.;Melzer J.;49;27;862;1485;7;6;6;2;;;;;;;2;0;4;1,22;3,4;1,3;3,4;1,3;4,22;1,278;3,25;1,286
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Djokovic N.;Serra F.;2;67;7630;710;6;2;6;3;;;;;;;2;0;1,16;4,5;1,15;4,9;1,167;4,5;1,227;4,88;1,167;5
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Berrer M.;Monaco J.;51;24;860;1630;6;4;6;4;;;;;;;2;0;5,5;1,12;4,65;1,17;4,5;1,167;6,77;1,147;4,5;1,167
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Nadal R.;De Bakker T.;3;77;6980;643;6;1;6;0;;;;;;;2;0;1,01;15;1,01;13,5;1,01;17;1,014;46;1,02;13
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Ljubicic I.;Llodra M.;14;66;2340;717;6;3;7;6;;;;;;;2;0;1,36;3;1,45;2,65;1,4;2,75;1,429;3,13;1,4;2,75
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Kohlschreiber P.;Murray A.;33;4;1265;5845;6;2;6;1;;;;;;;2;0;3,5;1,28;2,92;1,37;3,25;1,333;3,48;1,366;3,2;1,333
Monte Carlo Masters;14/04/2010;Masters 1000;Clay;2nd Round;Nalbandian D.;Youzhny M.;151;13;335;2380;4;6;6;3;7;6;;;;;2;1;1,5;2,5;1,5;2,45;1,533;2,375;1,581;2,58;1,444;2,75
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Montanes A.;Cilic M.;32;9;1270;2980;6;4;6;4;;;;;;;2;0;3;1,36;2,6;1,45;2,75;1,4;3,06;1,444;2,875;1,4
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Verdasco F.;Berdych T.;12;15;2725;2270;5;7;6;3;6;2;;;;;2;1;1,83;1,83;1,95;1,8;1,833;1,833;1,917;2,01;1,8;2
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Ferrer D.;Ljubicic I.;17;14;2045;2340;6;0;7;6;;;;;;;2;0;1,28;3,5;1,3;3,4;1,286;3,5;1,278;4,22;1,333;3,25
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Nadal R.;Berrer M.;3;51;6980;860;6;0;6;1;;;;;;;2;0;1,005;21;1,01;13,5;1,005;21;1,01;66;1,007;21
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Nalbandian D.;Robredo T.;151;23;335;1685;6;3;6;4;;;;;;;2;0;1,66;2,1;1,65;2,15;1,667;2,1;1,855;2,08;1,8;2
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Ferrero J.C.;Tsonga J.W.;16;10;2105;2915;6;1;3;6;7;5;;;;;2;1;1,53;2,37;1,53;2,4;1,571;2,25;1,61;2,51;1,533;2,5
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Kohlschreiber P.;Petzschner P.;33;49;1265;862;6;3;6;4;;;;;;;2;0;1,2;4,33;1,28;3,46;1,222;4;1,249;4,56;1,25;3,75
Monte Carlo Masters;15/04/2010;Masters 1000;Clay;3rd Round;Djokovic N.;Wawrinka S.;2;20;7630;1780;6;4;6;4;;;;;;;2;0;1,36;3;1,45;2,6;1,444;2,625;1,472;2,94;1,4;2,875
Monte Carlo Masters;16/04/2010;Masters 1000;Clay;Quarterfinals;Ferrer D.;Kohlschreiber P.;17;33;2045;1265;7;5;7;6;;;;;;;2;0;1,28;3,5;1,3;3,35;1,364;3;1,353;3,56;1,333;3,25
Monte Carlo Masters;16/04/2010;Masters 1000;Clay;Quarterfinals;Nadal R.;Ferrero J.C.;3;16;6980;2105;6;4;6;2;;;;;;;2;0;1,06;8;1,04;9,25;1,05;8,5;1,1;9,05;1,063;8,5
Monte Carlo Masters;16/04/2010;Masters 1000;Clay;Quarterfinals;Djokovic N.;Nalbandian D.;2;151;7630;335;6;2;6;3;;;;;;;2;0;1,4;2,75;1,55;2,35;1,5;2,5;1,524;2,75;1,571;2,375
Monte Carlo Masters;16/04/2010;Masters 1000;Clay;Quarterfinals;Verdasco F.;Montanes A.;12;32;2725;1270;6;3;6;7;6;0;;;;;2;1;1,2;4,33;1,2;4,25;1,2;4,33;1,294;4,05;1,25;3,75
Monte Carlo Masters;17/04/2010;Masters 1000;Clay;Semifinals;Nadal R.;Ferrer D.;3;17;6980;2045;6;2;6;3;;;;;;;2;0;1,07;8;1,07;7,25;1,083;7;1,103;8,88;1,071;8
Monte Carlo Masters;17/04/2010;Masters 1000;Clay;Semifinals;Verdasco F.;Djokovic N.;12;2;2725;7630;6;2;6;2;;;;;;;2;0;3;1,4;2,6;1,45;2,75;1,4;2,98;1,461;2,875;1,4
Monte Carlo Masters;18/04/2010;Masters 1000;Clay;The Final;Nadal R.;Verdasco F.;3;12;6980;2725;6;0;6;1;;;;;;;2;0;1,06;8,5;1,09;6,75;1,08;7;1,1;9,05;1,07;8
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;De Bakker T.;Falla A.;67;58;708;760;6;1;6;0;;;;;;;2;0;1,5;2,5;1,5;2,45;1,57;2,25;1,51;2,79;1,53;2,38
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Hajek J.;Starace P.;86;61;593;737;6;1;6;4;;;;;;;2;0;3,25;1,33;3,35;1,3;3;1,36;3,23;1,4;3;1,33
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Schwank E.;Fognini F.;59;74;745;665;6;1;6;3;;;;;;;2;0;2;1,72;2,05;1,75;1,91;1,8;2,11;1,83;2;1,73
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Garcia-Lopez G.;Rochus C.;42;122;964;422;5;7;6;1;6;3;;;;;2;1;1,36;3;1,35;2,95;1,36;3;1,41;3,21;1,33;3
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Bellucci T.;Nieminen J.;33;64;1322;731;6;4;6;4;;;;;;;2;0;1,44;2,62;1,45;2,6;1,44;2,63;1,48;2,9;1,5;2,5
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Chela J.I.;Krajinovic F.;53;328;814;122;6;1;6;4;;;;;;;2;0;1,11;6;1,14;5,2;1,17;4,5;1,15;6,73;1,14;5
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Hernandez O.;Marchenko I.;100;79;543;635;6;7;6;2;6;4;;;;;2;1;1,44;2,62;1,45;2,6;1,44;2,63;1,52;2,74;1,44;2,63
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Almagro N.;Ventura S.;34;129;1255;404;6;1;6;2;;;;;;;2;0;1,08;7,5;1,09;6,75;1,11;6;1,11;9,1;1,07;7
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Cuevas P.;Zeballos H.;54;50;797;883;7;6;6;2;;;;;;;2;0;2;1,72;1,95;1,8;2,1;1,67;2,05;1,86;2,1;1,67
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Granollers M.;Kubot L.;93;41;563;977;6;4;6;3;;;;;;;2;0;1,66;2,1;1,65;2,2;1,73;2;1,64;2,42;1,67;2,1
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Greul S.;Riba P.;60;98;744;549;6;4;6;4;;;;;;;2;0;2,1;1,66;2,05;1,75;1,91;1,8;2,3;1,7;2;1,73
Open Banco Sabadell;19/04/2010;ATP500;Clay;1st Round;Gasquet R.;Andreev I.;78;48;650;885;7;6;6;4;;;;;;;2;0;2,1;1,66;2,1;1,7;2,1;1,67;2,14;1,81;2,2;1,62
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Istomin D.;Robert S.;84;65;600;727;7;6;1;6;6;1;;;;;2;1;3;1,36;3;1,35;2,75;1,4;3,19;1,42;2,63;1,44
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Gimeno-Traver D.;Monaco J.;92;24;565;1585;6;2;3;6;6;2;;;;;2;1;3,75;1,25;3,75;1,25;3,5;1,3;3,78;1,33;3,5;1,25
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Chardy J.;Montanes A.;46;29;920;1360;6;3;7;6;;;;;;;2;0;3,5;1,28;3,75;1,25;3,4;1,3;3,6;1,34;3,5;1,25
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Hewitt L.;Ilhan M.;32;123;1335;420;6;4;4;6;6;2;;;;;2;1;1,22;4;1,25;3,75;1,25;3,75;1,31;3,91;1,25;3,5
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Ramos-Vinolas A.;Russell M.;161;72;298;672;6;4;6;3;;;;;;;2;0;1,53;2,37;1,61;2,22;1,67;2,1;1,61;2,49;1,62;2,2
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Melzer J.;Lapentti N.;27;118;1485;433;6;3;6;3;;;;;;;2;0;1,83;1,83;1,9;1,84;1,8;1,91;1,82;2,13;1,62;2,2
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Stakhovsky S.;Zverev M.;68;91;704;570;4;6;6;4;6;2;;;;;2;1;2;1,72;2,15;1,65;1,83;1,83;2,39;1,67;1,91;1,8
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Bolelli S.;Robredo T.;143;20;355;1730;6;7;6;4;3;1;;;;;1;1;6;1,11;5,2;1,14;5;1,14;6,54;1,15;4,5;1,17
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Gulbis E.;Luczak P.;44;73;939;671;7;6;6;3;;;;;;;2;0;1,33;3,25;1,3;3,3;1,36;3;1,39;3,31;1,33;3
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Martin A.;Kukushkin M.;137;121;375;423;7;5;6;4;;;;;;;2;0;;;;;;;;;;
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Lopez F.;Dolgopolov O.;35;66;1205;718;6;3;3;0;;;;;;;1;0;1,57;2,25;1,6;2,25;1,62;2,2;1,73;2,25;1,57;2,25
Open Banco Sabadell;20/04/2010;ATP500;Clay;1st Round;Hanescu V.;Beck A.;39;81;1025;619;6;1;6;2;;;;;;;2;0;1,22;4;1,25;3,75;1,22;4;1,35;3,63;1,25;3,5
Open Banco Sabadell;20/04/2010;ATP500;Clay;2nd Round;Navarro-Pastor I.;Cuevas P.;112;54;462;797;6;2;6;4;;;;;;;2;0;3,75;1,25;3,75;1,25;3,5;1,29;3,97;1,3;;
Open Banco Sabadell;20/04/2010;ATP500;Clay;2nd Round;Almagro N.;Greul S.;34;60;1255;744;6;1;6;3;;;;;;;2;0;1,1;6;1,15;4,9;1,14;5;1,18;5,91;1,14;5
Open Banco Sabadell;20/04/2010;ATP500;Clay;2nd Round;Soderling R.;Chela J.I.;8;53;4595;814;7;5;7;5;;;;;;;2;0;1,28;3,5;1,3;3,35;1,25;3,75;1,31;3,83;1,22;3,75
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;De Bakker T.;Gimeno-Traver D.;67;92;708;565;7;6;6;3;;;;;;;2;0;1,66;2,1;1,7;2,1;1,67;2,1;1,81;2,14;1,67;2,1
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Garcia-Lopez G.;Gabashvili T.;42;113;964;444;1;6;7;6;6;4;;;;;2;1;1,22;4;1,28;3,46;1,29;3,5;1,28;4,24;1,29;3,25
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Schwank E.;Hewitt L.;59;32;745;1335;7;6;6;4;;;;;;;2;0;2,25;1,57;2,05;1,75;2;1,73;2,24;1,74;2,1;1,67
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Tsonga J.W.;Hajek J.;10;86;3005;593;6;3;6;2;;;;;;;2;0;1,16;4,5;1,2;4,25;1,17;4,5;1,22;4,9;1,17;4,5
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Melzer J.;Hernandez O.;27;100;1485;543;6;7;7;5;7;5;;;;;2;1;1,33;3,25;1,35;3,05;1,4;2,75;1,35;3,57;1,33;3
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Gulbis E.;Chardy J.;44;46;939;920;6;3;6;2;;;;;;;2;0;1,57;2,25;1,7;2,1;1,67;2,1;1,74;2,25;1,62;2,2
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Ferrer D.;Granollers M.;17;93;2225;563;7;5;6;4;;;;;;;2;0;1,08;7;1,09;5,97;1,14;5,5;1,13;7,58;1,13;5,5
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Bellucci T.;Hanescu V.;33;39;1322;1025;6;2;1;6;7;5;;;;;2;1;1,66;2,1;1,7;2,05;1,67;2,1;1,83;2,11;1,73;2
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Ramos-Vinolas A.;Gonzalez F.;161;12;298;2880;6;4;6;7;6;3;;;;;2;1;6;1,1;6,25;1,1;6,5;1,1;8,36;1,11;7;1,07
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Ferrero J.C.;Stakhovsky S.;16;68;2240;704;6;3;4;2;;;;;;;1;0;1,06;8;1,07;7,25;1,07;7,5;1,07;11,5;1,07;7
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Bolelli S.;Martin A.;143;137;355;375;7;6;7;6;;;;;;;2;0;1,53;2,37;1,6;2,3;1,57;2,25;1,62;2,52;1,57;2,25
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Verdasco F.;Gasquet R.;9;78;3145;650;7;5;6;3;;;;;;;2;0;1,25;3,75;1,3;3,35;1,25;3,75;1,31;3,88;1,22;3,75
Open Banco Sabadell;21/04/2010;ATP500;Clay;2nd Round;Lopez F.;Istomin D.;35;84;1205;600;7;6;7;5;;;;;;;2;0;1,36;2,87;1,37;2,92;1,36;3;1,45;3,01;1,36;2,88
Open Banco Sabadell;22/04/2010;ATP500;Clay;3rd Round;Schwank E.;Navarro-Pastor I.;59;112;745;462;6;3;7;6;;;;;;;2;0;1,3;3,4;1,35;3,1;1,36;3;1,39;3,39;1,33;3
Open Banco Sabadell;22/04/2010;ATP500;Clay;3rd Round;Bellucci T.;Garcia-Lopez G.;33;42;1322;964;6;4;6;4;;;;;;;2;0;1,36;3;1,37;2,92;1,4;2,75;1,38;3,4;1,36;2,88
Open Banco Sabadell;22/04/2010;ATP500;Clay;3rd Round;Ferrer D.;Bolelli S.;17;143;2225;355;6;0;3;0;;;;;;;1;0;1,08;7,5;1,07;7,25;1,08;7;1,08;10,5;1,07;7
Open Banco Sabadell;22/04/2010;ATP500;Clay;3rd Round;De Bakker T.;Ferrero J.C.;67;16;708;2240;7;6;3;6;7;6;;;;;2;1;7;1,08;6,25;1,1;6;1,11;7,03;1,15;6;1,1
Open Banco Sabadell;22/04/2010;ATP500;Clay;3rd Round;Tsonga J.W.;Almagro N.;10;34;3005;1255;5;7;6;1;6;4;;;;;2;1;2,1;1,66;2,1;1,7;2,1;1,67;2,31;1,7;2,1;1,67
